Study ID,Team member,Author (last name of first author),Year published (>=2010),Journal,Title,DOI Link,Type of study ,"Name of initiative - larger umbrella initiative, not project (if other, add initiative)",Name of project,Implementing institution,World region ,Country ,Sub-national region (e.g. State/Province),Site name (text descr of site e.g. park name),latitude,longitude,Restoration status,Restoration Start Year,Ending Year,Area under restoration (if restoration began before 2000),Calculate area from 2000 (assuming linear),Area under restoration (original unit),Area (conversion factor),Total Area,Area (categorical),Total cost (number only in USD),Forest defined (Y/N),Definition of forest,(1) Tropical and Subtropical Moist Broadleaf Forests,(2) Tropical and Subtropical Dry Broadleaf Forests,(3) Tropical and Subtropical Coniferous Forests,(4) Temperate Broadleaf and Mixed Forests,(5) Temperate Coniferous Forests,(6) Boreal Forests/Taiga,"(7) Tropical and subtropical grasslands, savannas, and shrublands","(8) Temperate Grasslands, Savannas, and Shrublands",(9) Flooded Grasslands and Savannas,(10) Montane Grasslands and Shrublands,(11) Tundra,"(12) Mediterranean Forests, Woodlands, and Scrub",(13) Deserts and Xeric Shrublands,(14) Mangroves,(15) Wetlands,(1) Natural regeneration,(2) Assisted regeneration,(3) Regeneration unspecified,(4) Active ecological restoration,(5) Mixed timber species plantation,(6) Monoculture timber plantation,(7) Plantation and/or woodlot unspecified,"(8) Agroforestry (fruit, nut, oil palm, etc)",(9) Multistrata agroforestry (e.g. shade grown crops),(10 Tree intercropping agroforestry (trees in croplands >30%),(11) Silvopastoral systems (trees in pasture >30%),(12) Transitional land use (agroforestry as a transitional phase towards ecological restoration),(13) Afforestation (active planting in non-forest ecosystem e.g. natural grasslands),"Dominant restored species (if other, add scientific name)",Native or exotic species,Restored stand age (note number of years),"Survival rate (%, note number only)",(1) Agriculture unspecified,(2) Cropland,(3) Pasture/ Grazing lands,(4) Agro-silvo-pastoral system,(5) Shifting cultivation/fallow,(6) Aquaculture,(7) Tree monocrop/ Plantation,(8) Deforested (clear cut),(9) Degraded (selective logging),"(10) Land used for extractive activities (e.g. mining, oil & gas)",(11) Fire,"(12) Non-fire disturbance (e.g. landslide, hurricane)",(13) Marginal land and/or abandoned land,(14) Other,Unknown,Age of previous disturbance/ land use (note number of years),(1) Ecosystem function,(2) Water provision/quality,(3) Biodiversity and habitat recovery,(4) Ecological connectivity,(5) Elimination of exotic/ invasive species,(6) Carbon sequestration,(7) Soil fertility,"(8) Reduce risks (erosion, windbreaks, flood control)",(9) Reclamation (clean up and repair after extraction activities),(10) Regulatory,(11) Payment for ecosystem service,(12) Agroforestry/ commercial,(13) Local employment and enhacing livelihoods,(14) Recreation/ eco-tourism,(15) Other,Unknown,Biomass measured? y/n,Biomass change (+/-),Biomass value (Mg/ha),C sequestration measured? y/n,C sequestration change? +/-,C sequestration value (Mg/ha),Water quality measured (?),Water quality change? +/-,Water quality value,Biodiversity measured? y/n,Biodiversity change +/-,Biodiversity value,"Soil nutrients (SOC, N, P) measured? y/n","Soil nutrients (SOC, N, P) change? +/-","Soil nutrients (SOC, N, P) value",Other ecosystem function measured? (record function),Other ecosystem function change,Other ecosystem function value,Notes
195,Jake,Facco,2016,Revista Eletronica Em Gestao Educacao E Tecnologia Ambiental,GEotechnologies for forest monitoring in the city of Nova Palma - Rio Grande Do Sul - BR,10.5902/22361170 19946,Remote sensing,,,Multiple,LATAM (Latin America & Caribbean) ,Brazil,Rio Grande do Sul,,-29.471544,-53.465967,Unknown,1985,2014,37.26,17.98758621,17.987,100,1798.7,(2) 1000-5000 ha / 10-50 km2,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Mixed species,unknown,,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,"Primary motive is not entirely clear, especially since paper is in Portuguese -- but they do mention that most of regeneration occured after construction of a reservoir/hydroelectric dam, so water quality may be a motive"
233,Lillian,Santos Paz,2018,Boletim Paranaense De Geociencias,Evolution of land use in the municipality of Sao francisco do Sul - Santa Catarina State,,Remote sensing,,,,LATAM (Latin America & Caribbean) ,Brazil,Santa Catarina,Sao Francisco do Sul,-26.242778,-48.637778,Unknown,2000,,,#N/A,2.67,100,267,(1) 100-1000 ha/ 1-10 km2 ,(8) unknown,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,mangrove,unknown,,,,,,,,,,,,,,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,,,N,,,N,,,N,,,N,,,N,,,
237,Lillian,Silva,2018,Remote Sensing,Landsat-Based Land Use Change Assessment in the Brazilian Atlantic Forest: Forest Transition and Sugarcane Expansion,10.3390/rs10070996,Remote sensing,,,,LATAM (Latin America & Caribbean) ,Brazil,Sao Paulo,,-23.533333,-23.533333,Unknown,2006,2013,,#N/A,84.3,1000,84300,"(4) 20,000-100,000 ha/ 200-1000 km2",(8) unknown,N,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,unknown,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,N,,,N,,,N,,,N,,,N,,,N,,,"previous land cover described as ""non-forest"""
253,Alice,Wasige,2013,International Journal of Applied Earth Observation and Geoinformation,Monitoring basin-scale land cover changes in Kagera Basin of Lake Victoria using ancillary data and remote sensing,10.1016/j.jag.2012.08.005,Multiple,,,,SSA (Sub-Saharan Africa),"Burundi, Tanzania, Rwanda, and Uganda",,"Kegera River Basin, Lake Victoria Catchment",-1.750281,30.671014,Unknown,1995,2010,19806,13204,13204,1,13204,"(3) 5000-20,000 ha / 50-200 km2",(8) unknown,Y,(3) - other,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,unknown,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,,,N,,,N,,,N,,,N,,,N,,,"60% cover definition, ""dense forest"""
240,Lillian,Solefack,2012,Acta Botanica Gallica,Analysing deforestation by remote sensing coupled with structural equation models: example of the cloud forest of mount Oku (Cameroon),10.1080/12538078.2012.750583,Remote sensing,,Bamenda Highlands Forest Project,Multiple,SSA (Sub-Saharan Africa),Cameroon,Northwest,Mount Oku,6.2,10.53333,Ongoing,2001,,,#N/A,2185,1,2185,(2) 1000-5000 ha / 10-50 km2,(8) unknown,N,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,unknown,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,N,,,N,,,N,,,N,,,N,,,N,,,
221,Lillian,Pasquet,2015,Applied Vegetation Science,Three decades of vegetation changes in peatlands isolated in an agricultural landscape,10.1111/avsc.12142,Field,,,,NA (North America),Canada,Québec,Small and Large Tea Field peatlands,45.383333,-73.1,Unknown,1985,2012,280,124.4444444,124.4,1,124.4,(1) 100-1000 ha/ 1-10 km2 ,(8) unknown,Y,(3) - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Betula populifolia,native,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,,,N,,,N,,,Y,,"species richness, community compositon",N,,,percent cover,,different species had different changes in percent cover,"assesed forest enchroachment into peatlands (bog) in a protected reserve; authors suggest that human disturbance (drainage) caused the forest expansion within the protected area; forest definition was 35% cover with trees >2 m; previous land use was wetland (bog), for biodiversity, species richness was similar over time but community composition shifted from bog to forest species"
246,Jake,van Lier,2011,International Journal of Applied Earth Observation and Geoinformation,"Development of large-area land cover and forest change indicators using multi-sensor Landsat imagery: Application to the Humber River Basin, Canada",10.1016/j.jag.2011.05.019,Remote sensing,,,,NA (North America),Canada,Newfoundland and Labrador,Humber River Basin,48.949077,-57.949097,Unknown,2001,2007,,#N/A,5574,1,5574,"(3) 5000-20,000 ha / 50-200 km2",(8) unknown,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,native,6,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N,,,,,,,,,,,,,,,,,,"Remote sensing study that found net increase in forested land between 2001-2007 (but net decrease between 1967-2007).  Restoration type not specified, but assumed to be natural regeneration post-logging."
26,Stephanie,"Romijn, J.E.",2018,CIAT/WUR project for USAID,Restoration Database for Latin America and the Caribbean. Comparative Research Project on Landscape Restoration for Emissions Reductions.,http://lucid.wur.nl/,Grey literature,CDM,Securitization and Carbon Sinks Project,Multiple,LATAM (Latin America & Caribbean) ,Chile,Regions VII (Maule) and VIII (Biobío),Linares and others,-35.847287,-71.594257,Ongoing,2003,2032,,#N/A,2917,1,2917,(2) 1000-5000 ha / 10-50 km2,(5) 2-5million,N,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,"Pinus radiata, Eucalyptus globulus",both native and exotic,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,
32,Stephanie,"Romijn, J.E.",2018,CIAT/WUR project for USAID,Restoration Database for Latin America and the Caribbean. Comparative Research Project on Landscape Restoration for Emissions Reductions.,http://lucid.wur.nl/,Grey literature,CDM,Nerquihue Small-Scale CDM Afforestation Project using Mycorrhizal Inoculation in Chile,,LATAM (Latin America & Caribbean) ,Chile,Colchagua / Region VI of Central Chile,"Nerquihue lands, municipality of Lolol",-34.669386,-71.554814,Ongoing,2003,2022,,#N/A,312,1,312,(1) 100-1000 ha/ 1-10 km2 ,,N,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,,both native and exotic,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,
114,Stephanie,"Romijn, J.E.",2018,CIAT/WUR project for USAID,Restoration Database for Latin America and the Caribbean. Comparative Research Project on Landscape Restoration for Emissions Reductions.,http://lucid.wur.nl/,Grey literature,,Recuperación natural predio el Misti,Company,LATAM (Latin America & Caribbean) ,Chile,VII Maule,Los Queñes,-35.000911,-70.815848,Start of implementation,2013,2053,,#N/A,30.4,1,30.4,(0)<100 ha,,N,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,native,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
115,Stephanie,"Romijn, J.E.",2018,CIAT/WUR project for USAID,Restoration Database for Latin America and the Caribbean. Comparative Research Project on Landscape Restoration for Emissions Reductions.,http://lucid.wur.nl/,Grey literature,,"Compromiso de restauración por sustitución predio ""Las Pitras de Paula""",Company,LATAM (Latin America & Caribbean) ,Chile,VII Maule,Hualañé,-34.966075,-71.729794,Start of implementation,2013,2100,,#N/A,11.9,1,11.9,(0)<100 ha,,N,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,native,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
116,Stephanie,"Romijn, J.E.",2018,CIAT/WUR project for USAID,Restoration Database for Latin America and the Caribbean. Comparative Research Project on Landscape Restoration for Emissions Reductions.,http://lucid.wur.nl/,Grey literature,,"Compromiso de restauración por sustitución predio ""El Trebol""",Company,LATAM (Latin America & Caribbean) ,Chile,VII Maule,Cauquenes,-35.965471,-72.324919,Start of implementation,2015,2100,,#N/A,8.5,1,8.5,(0)<100 ha,,N,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,,native,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
118,Stephanie,"Romijn, J.E.",2018,CIAT/WUR project for USAID,Restoration Database for Latin America and the Caribbean. Comparative Research Project on Landscape Restoration for Emissions Reductions.,http://lucid.wur.nl/,Grey literature,,"Restauración participativa en el cerro El Mauco, Curacaví",Government,LATAM (Latin America & Caribbean) ,Chile,XIII Metropolitana,Curacaví,-33.404159,-71.133057,Start of implementation,2017,2020,,#N/A,10000,1,10000,"(3) 5000-20,000 ha / 50-200 km2",(2) 100-500k,N,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,native,,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
119,Stephanie,"Romijn, J.E.",2018,CIAT/WUR project for USAID,Restoration Database for Latin America and the Caribbean. Comparative Research Project on Landscape Restoration for Emissions Reductions.,http://lucid.wur.nl/,Grey literature,,Restauración ecológica de bosque maulino en área Hualos de Loanco,Company,LATAM (Latin America & Caribbean) ,Chile,VII Maule,Constitución,-35.331963,-72.415156,Start of implementation,2014,2025,,#N/A,630,1,630,(1) 100-1000 ha/ 1-10 km2 ,(6) 5-10million,N,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,native,,,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,
120,Stephanie,"Romijn, J.E.",2018,CIAT/WUR project for USAID,Restoration Database for Latin America and the Caribbean. Comparative Research Project on Landscape Restoration for Emissions Reductions.,http://lucid.wur.nl/,Grey literature,,Restauración ecológica de bosque maulino con presencia de ruil,Company,LATAM (Latin America & Caribbean) ,Chile,VII Maule,Empedrado,-35.590251,-72.276293,Start of implementation,2017,2030,,#N/A,311,1,311,(1) 100-1000 ha/ 1-10 km2 ,(5) 2-5million,N,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,native,,,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,
121,Stephanie,"Romijn, J.E.",2018,CIAT/WUR project for USAID,Restoration Database for Latin America and the Caribbean. Comparative Research Project on Landscape Restoration for Emissions Reductions.,http://lucid.wur.nl/,Grey literature,,Mitigacion Incendios Fundo Purapel Lote A,Company,LATAM (Latin America & Caribbean) ,Chile,VII Maule,SAN JAVIER,-35.595601,-71.729532,Start of implementation,2017,2017,,#N/A,31.96,1,31.96,(0)<100 ha,(2) 100-500k,N,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,unknown,,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
122,Stephanie,"Romijn, J.E.",2018,CIAT/WUR project for USAID,Restoration Database for Latin America and the Caribbean. Comparative Research Project on Landscape Restoration for Emissions Reductions.,http://lucid.wur.nl/,Grey literature,,Mitigacion Incendios Fundo Agua Fria,Company,LATAM (Latin America & Caribbean) ,Chile,VII Maule,EMPEDRADO,-35.590251,-72.276293,Start of implementation,2017,2017,,#N/A,1.32,1,1.32,(0)<100 ha,(2) 100-500k,N,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,unknown,,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
123,Stephanie,"Romijn, J.E.",2018,CIAT/WUR project for USAID,Restoration Database for Latin America and the Caribbean. Comparative Research Project on Landscape Restoration for Emissions Reductions.,http://lucid.wur.nl/,Grey literature,,Mitigacion Incendios Fundo Santa Dolores,Company,LATAM (Latin America & Caribbean) ,Chile,VII Maule,SAN JAVIER,-35.595601,-71.729532,Start of implementation,2017,2017,,#N/A,14.38,1,14.38,(0)<100 ha,(2) 100-500k,N,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,unknown,,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
124,Stephanie,"Romijn, J.E.",2018,CIAT/WUR project for USAID,Restoration Database for Latin America and the Caribbean. Comparative Research Project on Landscape Restoration for Emissions Reductions.,http://lucid.wur.nl/,Grey literature,,Mitigacion Incendios Fundo San Agustin Barra,Company,LATAM (Latin America & Caribbean) ,Chile,VII Maule,SAN JAVIER,-35.595601,-71.729532,Start of implementation,2017,2017,,#N/A,5.29,1,5.29,(0)<100 ha,(2) 100-500k,N,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,unknown,,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
125,Stephanie,"Romijn, J.E.",2018,CIAT/WUR project for USAID,Restoration Database for Latin America and the Caribbean. Comparative Research Project on Landscape Restoration for Emissions Reductions.,http://lucid.wur.nl/,Grey literature,,Mitigacion Incendios Fundo Sta. Maria De Mingre Lote 1,Company,LATAM (Latin America & Caribbean) ,Chile,VII Maule,SAN JAVIER,-35.595601,-71.729532,Start of implementation,2017,2017,,#N/A,6.11,1,6.11,(0)<100 ha,(2) 100-500k,N,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,unknown,,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
126,Stephanie,"Romijn, J.E.",2018,CIAT/WUR project for USAID,Restoration Database for Latin America and the Caribbean. Comparative Research Project on Landscape Restoration for Emissions Reductions.,http://lucid.wur.nl/,Grey literature,,Mitigacion Incendios Fundo El Huillin,Company,LATAM (Latin America & Caribbean) ,Chile,VII Maule,CONSTITUCIÓN,-35.331963,-72.415156,Start of implementation,2017,2017,,#N/A,7,1,7,(0)<100 ha,(2) 100-500k,N,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,unknown,,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
127,Stephanie,"Romijn, J.E.",2018,CIAT/WUR project for USAID,Restoration Database for Latin America and the Caribbean. Comparative Research Project on Landscape Restoration for Emissions Reductions.,http://lucid.wur.nl/,Grey literature,,Mitigacion Incendios Fundo Calabozo,Company,LATAM (Latin America & Caribbean) ,Chile,VII Maule,CONSTITUCIÓN,-35.331963,-72.415156,Start of implementation,2017,2017,,#N/A,8.71,1,8.71,(0)<100 ha,(2) 100-500k,N,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,unknown,,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
128,Stephanie,"Romijn, J.E.",2018,CIAT/WUR project for USAID,Restoration Database for Latin America and the Caribbean. Comparative Research Project on Landscape Restoration for Emissions Reductions.,http://lucid.wur.nl/,Grey literature,,Mitigacion Incendios Fundo Complejo Empedrado,Company,LATAM (Latin America & Caribbean) ,Chile,VII Maule,EMPEDRADO,-35.590251,-72.276293,Start of implementation,2017,2017,,#N/A,12.46,1,12.46,(0)<100 ha,(2) 100-500k,N,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,unknown,,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
129,Stephanie,"Romijn, J.E.",2018,CIAT/WUR project for USAID,Restoration Database for Latin America and the Caribbean. Comparative Research Project on Landscape Restoration for Emissions Reductions.,http://lucid.wur.nl/,Grey literature,,Mitigacion Incendios Fundo Purapel,Company,LATAM (Latin America & Caribbean) ,Chile,VII Maule,SAN JAVIER,-35.595601,-71.729532,Start of implementation,2017,2017,,#N/A,14.99,1,14.99,(0)<100 ha,(2) 100-500k,N,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,unknown,,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
130,Stephanie,"Romijn, J.E.",2018,CIAT/WUR project for USAID,Restoration Database for Latin America and the Caribbean. Comparative Research Project on Landscape Restoration for Emissions Reductions.,http://lucid.wur.nl/,Grey literature,,Mitigacion Incendios Fundo Pena Blanca,Company,LATAM (Latin America & Caribbean) ,Chile,VII Maule,SAN JAVIER,-35.595601,-71.729532,Start of implementation,2017,2017,,#N/A,5,1,5,(0)<100 ha,(2) 100-500k,N,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,unknown,,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
131,Stephanie,"Romijn, J.E.",2018,CIAT/WUR project for USAID,Restoration Database for Latin America and the Caribbean. Comparative Research Project on Landscape Restoration for Emissions Reductions.,http://lucid.wur.nl/,Grey literature,,Reforestación Nativa y desarrollo forestal sustentable,NGO,LATAM (Latin America & Caribbean) ,Chile,VII Maule,Empedrado,-35.590251,-72.276293,Start of implementation,2017,2019,,#N/A,20,1,20,(0)<100 ha,(2) 100-500k,N,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,native,,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,
132,Stephanie,"Romijn, J.E.",2018,CIAT/WUR project for USAID,Restoration Database for Latin America and the Caribbean. Comparative Research Project on Landscape Restoration for Emissions Reductions.,http://lucid.wur.nl/,Grey literature,,RestaurAcción Socio-ecológica del Santuario de la Naturaleza Quebrada de la Plata,University,LATAM (Latin America & Caribbean) ,Chile,XIII Metropolitana,Maipu,-33.500263,-70.80928,Start of implementation,2017,2019,,#N/A,4,1,4,(0)<100 ha,(2) 100-500k,N,,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,native,,,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
133,Stephanie,"Romijn, J.E.",2018,CIAT/WUR project for USAID,Restoration Database for Latin America and the Caribbean. Comparative Research Project on Landscape Restoration for Emissions Reductions.,http://lucid.wur.nl/,Grey literature,,Prevención de incendios forestales en la comuna de Pirque a través de la restauración del vínculo socio-ecológico entre el ser humano y la naturaleza,University,LATAM (Latin America & Caribbean) ,Chile,XIII Metropolitana,Pirque,-33.728987,-70.497432,Start of implementation,2017,2019,,#N/A,100,1,100,(1) 100-1000 ha/ 1-10 km2 ,(2) 100-500k,N,,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,unknown,,,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
142,CF,GEF website,2019,GEF website database,,https://www.thegef.org/project/espirito-santo-biodiversity-and-watershed-conservation-and-restoration-project,Grey literature,GEF Project 4175,"CBPF: Demonstration of Estuarine Biodiversity Conservation, Restoration, and Protected Area Networking",Government,EA (East Asia),China,Muncipality Guangdong,Yellow River Estuarine ecosystem,23.639864,114.85213,Project actions complete,2013,2017,,#N/A,1000,1,1000,(2) 1000-5000 ha / 10-50 km2,(7) >10million,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,native,,,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,Y,,,,,,,,,
143,CF,GEF website,2019,GEF website database,,https://www.thegef.org/project/espirito-santo-biodiversity-and-watershed-conservation-and-restoration-project,Grey literature,GEF Project 4176,"CBPF: Demonstration of Estuarine Biodiversity Conservation, Restoration, and Protected Area Networking",Government,EA (East Asia),China,Muncipality of Shandong,Pearl River Estuarine ecosystem,36.415977,116.58122,Project actions complete,2013,2017,,#N/A,110,1,110,(1) 100-1000 ha/ 1-10 km2 ,(7) >10million,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,native,,,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,Y,,,,,,,,,
144,CF,GEF website,2019,GEF website database,,https://www.thegef.org/project/espirito-santo-biodiversity-and-watershed-conservation-and-restoration-project,Grey literature,GEF Project 3483,PRC-GEF Partnership: Forestry and Ecological Restoration in Three Northwest Provinces (formerly Silk Road Ecosystem Restoration Project),Government,EA (East Asia),China,"Gansu, Shaanxi, Xinjiang",,38.373756,101.64349,Project actions complete,2010,2016,,#N/A,70000,1,70000,"(4) 20,000-100,000 ha/ 200-1000 km2",(7) >10million,N,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,native,,,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,No information available on specified restoration sites
162,Alice,Abbas,2016,Science of the Total Environment,A 70-year perspective on tropical forest regeneration,10.1016/j.scitotenv.2015.11.171,Remote sensing,,,,EA (East Asia),China,Hong Kong,Tai Mo Shan Country Park and Shing Mun Country Park,22.403082,114.149746,Unknown,2001,,,#N/A,440,1,440,(1) 100-1000 ha/ 1-10 km2 ,,Y,(3) - other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Mixed species,both native and exotic,,,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,400-600 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,,,N,,,N,,,N,,,N,,,N,,,forest definition = 60% canopy cover
